id,code,name,dish_type,cooking_method,description,instructions,tags,ingredients_json,is_active
,DISH-SAV-155,Cá hú chiên sả,savory,,Cá hú chế biến chiên sả theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá hú"",""quantity"":120,""unit"":""g""},{""name"":""Sả"",""quantity"":12,""unit"":""g""},{""name"":""Dầu ăn"",""quantity"":15,""unit"":""ml""}]",true
,DISH-SAV-156,Cá đuối kho nghệ,savory,braise,Cá đuối chế biến kho nghệ theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá đuối"",""quantity"":120,""unit"":""g""},{""name"":""Nghệ tươi"",""quantity"":8,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-157,Cá đuối kho tiêu,savory,braise,Cá đuối chế biến kho tiêu theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá đuối"",""quantity"":120,""unit"":""g""},{""name"":""Tiêu đen"",""quantity"":3,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-158,Cá đuối hấp gừng,savory,steam,Cá đuối chế biến hấp gừng theo khẩu vị gia đình Việt.,"Sơ chế nguyên liệu, ướp nhẹ, hấp cùng gia vị đến chín và dùng nóng.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá đuối"",""quantity"":120,""unit"":""g""},{""name"":""Gừng"",""quantity"":8,""unit"":""g""},{""name"":""Hành lá"",""quantity"":12,""unit"":""g""}]",true
,DISH-SAV-159,Cá đuối sốt cà chua,savory,braise,Cá đuối chế biến sốt cà chua theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá đuối"",""quantity"":120,""unit"":""g""},{""name"":""Cà chua"",""quantity"":80,""unit"":""g""},{""name"":""Hành tím"",""quantity"":8,""unit"":""g""}]",true
,DISH-SAV-160,Cá đuối chiên sả,savory,,Cá đuối chế biến chiên sả theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá đuối"",""quantity"":120,""unit"":""g""},{""name"":""Sả"",""quantity"":12,""unit"":""g""},{""name"":""Dầu ăn"",""quantity"":15,""unit"":""ml""}]",true
,DISH-SAV-161,Cá chim kho nghệ,savory,braise,Cá chim chế biến kho nghệ theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá chim"",""quantity"":120,""unit"":""g""},{""name"":""Nghệ tươi"",""quantity"":8,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-162,Cá chim kho tiêu,savory,braise,Cá chim chế biến kho tiêu theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá chim"",""quantity"":120,""unit"":""g""},{""name"":""Tiêu đen"",""quantity"":3,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-163,Cá chim hấp gừng,savory,steam,Cá chim chế biến hấp gừng theo khẩu vị gia đình Việt.,"Sơ chế nguyên liệu, ướp nhẹ, hấp cùng gia vị đến chín và dùng nóng.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá chim"",""quantity"":120,""unit"":""g""},{""name"":""Gừng"",""quantity"":8,""unit"":""g""},{""name"":""Hành lá"",""quantity"":12,""unit"":""g""}]",true
,DISH-SAV-164,Cá chim sốt cà chua,savory,braise,Cá chim chế biến sốt cà chua theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá chim"",""quantity"":120,""unit"":""g""},{""name"":""Cà chua"",""quantity"":80,""unit"":""g""},{""name"":""Hành tím"",""quantity"":8,""unit"":""g""}]",true
,DISH-SAV-165,Cá chim chiên sả,savory,,Cá chim chế biến chiên sả theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá chim"",""quantity"":120,""unit"":""g""},{""name"":""Sả"",""quantity"":12,""unit"":""g""},{""name"":""Dầu ăn"",""quantity"":15,""unit"":""ml""}]",true
,DISH-SAV-166,Cá bạc má kho nghệ,savory,braise,Cá bạc má chế biến kho nghệ theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá bạc má"",""quantity"":120,""unit"":""g""},{""name"":""Nghệ tươi"",""quantity"":8,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-167,Cá bạc má kho tiêu,savory,braise,Cá bạc má chế biến kho tiêu theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá bạc má"",""quantity"":120,""unit"":""g""},{""name"":""Tiêu đen"",""quantity"":3,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-168,Cá bạc má hấp gừng,savory,steam,Cá bạc má chế biến hấp gừng theo khẩu vị gia đình Việt.,"Sơ chế nguyên liệu, ướp nhẹ, hấp cùng gia vị đến chín và dùng nóng.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá bạc má"",""quantity"":120,""unit"":""g""},{""name"":""Gừng"",""quantity"":8,""unit"":""g""},{""name"":""Hành lá"",""quantity"":12,""unit"":""g""}]",true
,DISH-SAV-169,Cá bạc má sốt cà chua,savory,braise,Cá bạc má chế biến sốt cà chua theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá bạc má"",""quantity"":120,""unit"":""g""},{""name"":""Cà chua"",""quantity"":80,""unit"":""g""},{""name"":""Hành tím"",""quantity"":8,""unit"":""g""}]",true
,DISH-SAV-170,Cá bạc má chiên sả,savory,,Cá bạc má chế biến chiên sả theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá bạc má"",""quantity"":120,""unit"":""g""},{""name"":""Sả"",""quantity"":12,""unit"":""g""},{""name"":""Dầu ăn"",""quantity"":15,""unit"":""ml""}]",true
,DISH-SAV-171,Cá mòi kho nghệ,savory,braise,Cá mòi chế biến kho nghệ theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá mòi"",""quantity"":120,""unit"":""g""},{""name"":""Nghệ tươi"",""quantity"":8,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-172,Cá mòi kho tiêu,savory,braise,Cá mòi chế biến kho tiêu theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá mòi"",""quantity"":120,""unit"":""g""},{""name"":""Tiêu đen"",""quantity"":3,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-173,Cá mòi hấp gừng,savory,steam,Cá mòi chế biến hấp gừng theo khẩu vị gia đình Việt.,"Sơ chế nguyên liệu, ướp nhẹ, hấp cùng gia vị đến chín và dùng nóng.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá mòi"",""quantity"":120,""unit"":""g""},{""name"":""Gừng"",""quantity"":8,""unit"":""g""},{""name"":""Hành lá"",""quantity"":12,""unit"":""g""}]",true
,DISH-SAV-174,Cá mòi sốt cà chua,savory,braise,Cá mòi chế biến sốt cà chua theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá mòi"",""quantity"":120,""unit"":""g""},{""name"":""Cà chua"",""quantity"":80,""unit"":""g""},{""name"":""Hành tím"",""quantity"":8,""unit"":""g""}]",true
,DISH-SAV-175,Cá mòi chiên sả,savory,,Cá mòi chế biến chiên sả theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá mòi"",""quantity"":120,""unit"":""g""},{""name"":""Sả"",""quantity"":12,""unit"":""g""},{""name"":""Dầu ăn"",""quantity"":15,""unit"":""ml""}]",true
,DISH-SAV-176,Cá linh kho nghệ,savory,braise,Cá linh chế biến kho nghệ theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá linh"",""quantity"":120,""unit"":""g""},{""name"":""Nghệ tươi"",""quantity"":8,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-177,Cá linh kho tiêu,savory,braise,Cá linh chế biến kho tiêu theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá linh"",""quantity"":120,""unit"":""g""},{""name"":""Tiêu đen"",""quantity"":3,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-178,Cá linh hấp gừng,savory,steam,Cá linh chế biến hấp gừng theo khẩu vị gia đình Việt.,"Sơ chế nguyên liệu, ướp nhẹ, hấp cùng gia vị đến chín và dùng nóng.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá linh"",""quantity"":120,""unit"":""g""},{""name"":""Gừng"",""quantity"":8,""unit"":""g""},{""name"":""Hành lá"",""quantity"":12,""unit"":""g""}]",true
,DISH-SAV-179,Cá linh sốt cà chua,savory,braise,Cá linh chế biến sốt cà chua theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá linh"",""quantity"":120,""unit"":""g""},{""name"":""Cà chua"",""quantity"":80,""unit"":""g""},{""name"":""Hành tím"",""quantity"":8,""unit"":""g""}]",true
,DISH-SAV-180,Cá linh chiên sả,savory,,Cá linh chế biến chiên sả theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá linh"",""quantity"":120,""unit"":""g""},{""name"":""Sả"",""quantity"":12,""unit"":""g""},{""name"":""Dầu ăn"",""quantity"":15,""unit"":""ml""}]",true
,DISH-SAV-181,Cá thác lác kho nghệ,savory,braise,Cá thác lác chế biến kho nghệ theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá thác lác"",""quantity"":120,""unit"":""g""},{""name"":""Nghệ tươi"",""quantity"":8,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-182,Cá thác lác kho tiêu,savory,braise,Cá thác lác chế biến kho tiêu theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá thác lác"",""quantity"":120,""unit"":""g""},{""name"":""Tiêu đen"",""quantity"":3,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-183,Cá thác lác hấp gừng,savory,steam,Cá thác lác chế biến hấp gừng theo khẩu vị gia đình Việt.,"Sơ chế nguyên liệu, ướp nhẹ, hấp cùng gia vị đến chín và dùng nóng.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá thác lác"",""quantity"":120,""unit"":""g""},{""name"":""Gừng"",""quantity"":8,""unit"":""g""},{""name"":""Hành lá"",""quantity"":12,""unit"":""g""}]",true
,DISH-SAV-184,Cá thác lác sốt cà chua,savory,braise,Cá thác lác chế biến sốt cà chua theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá thác lác"",""quantity"":120,""unit"":""g""},{""name"":""Cà chua"",""quantity"":80,""unit"":""g""},{""name"":""Hành tím"",""quantity"":8,""unit"":""g""}]",true
,DISH-SAV-185,Cá thác lác chiên sả,savory,,Cá thác lác chế biến chiên sả theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá thác lác"",""quantity"":120,""unit"":""g""},{""name"":""Sả"",""quantity"":12,""unit"":""g""},{""name"":""Dầu ăn"",""quantity"":15,""unit"":""ml""}]",true
,DISH-SAV-186,Cá trê kho nghệ,savory,braise,Cá trê chế biến kho nghệ theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá trê"",""quantity"":120,""unit"":""g""},{""name"":""Nghệ tươi"",""quantity"":8,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-187,Cá trê kho tiêu,savory,braise,Cá trê chế biến kho tiêu theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá trê"",""quantity"":120,""unit"":""g""},{""name"":""Tiêu đen"",""quantity"":3,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-188,Cá trê hấp gừng,savory,steam,Cá trê chế biến hấp gừng theo khẩu vị gia đình Việt.,"Sơ chế nguyên liệu, ướp nhẹ, hấp cùng gia vị đến chín và dùng nóng.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá trê"",""quantity"":120,""unit"":""g""},{""name"":""Gừng"",""quantity"":8,""unit"":""g""},{""name"":""Hành lá"",""quantity"":12,""unit"":""g""}]",true
,DISH-SAV-189,Cá trê sốt cà chua,savory,braise,Cá trê chế biến sốt cà chua theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá trê"",""quantity"":120,""unit"":""g""},{""name"":""Cà chua"",""quantity"":80,""unit"":""g""},{""name"":""Hành tím"",""quantity"":8,""unit"":""g""}]",true
,DISH-SAV-190,Cá trê chiên sả,savory,,Cá trê chế biến chiên sả theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá trê"",""quantity"":120,""unit"":""g""},{""name"":""Sả"",""quantity"":12,""unit"":""g""},{""name"":""Dầu ăn"",""quantity"":15,""unit"":""ml""}]",true
,DISH-SAV-191,Cá sặc kho nghệ,savory,braise,Cá sặc chế biến kho nghệ theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá sặc"",""quantity"":120,""unit"":""g""},{""name"":""Nghệ tươi"",""quantity"":8,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-192,Cá sặc kho tiêu,savory,braise,Cá sặc chế biến kho tiêu theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá sặc"",""quantity"":120,""unit"":""g""},{""name"":""Tiêu đen"",""quantity"":3,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-193,Cá sặc hấp gừng,savory,steam,Cá sặc chế biến hấp gừng theo khẩu vị gia đình Việt.,"Sơ chế nguyên liệu, ướp nhẹ, hấp cùng gia vị đến chín và dùng nóng.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá sặc"",""quantity"":120,""unit"":""g""},{""name"":""Gừng"",""quantity"":8,""unit"":""g""},{""name"":""Hành lá"",""quantity"":12,""unit"":""g""}]",true
,DISH-SAV-194,Cá sặc sốt cà chua,savory,braise,Cá sặc chế biến sốt cà chua theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá sặc"",""quantity"":120,""unit"":""g""},{""name"":""Cà chua"",""quantity"":80,""unit"":""g""},{""name"":""Hành tím"",""quantity"":8,""unit"":""g""}]",true
,DISH-SAV-195,Cá sặc chiên sả,savory,,Cá sặc chế biến chiên sả theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá sặc"",""quantity"":120,""unit"":""g""},{""name"":""Sả"",""quantity"":12,""unit"":""g""},{""name"":""Dầu ăn"",""quantity"":15,""unit"":""ml""}]",true
,DISH-SAV-196,Cá mú kho nghệ,savory,braise,Cá mú chế biến kho nghệ theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá mú"",""quantity"":120,""unit"":""g""},{""name"":""Nghệ tươi"",""quantity"":8,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-197,Cá mú kho tiêu,savory,braise,Cá mú chế biến kho tiêu theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá mú"",""quantity"":120,""unit"":""g""},{""name"":""Tiêu đen"",""quantity"":3,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-198,Cá mú hấp gừng,savory,steam,Cá mú chế biến hấp gừng theo khẩu vị gia đình Việt.,"Sơ chế nguyên liệu, ướp nhẹ, hấp cùng gia vị đến chín và dùng nóng.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá mú"",""quantity"":120,""unit"":""g""},{""name"":""Gừng"",""quantity"":8,""unit"":""g""},{""name"":""Hành lá"",""quantity"":12,""unit"":""g""}]",true
,DISH-SAV-199,Cá mú sốt cà chua,savory,braise,Cá mú chế biến sốt cà chua theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá mú"",""quantity"":120,""unit"":""g""},{""name"":""Cà chua"",""quantity"":80,""unit"":""g""},{""name"":""Hành tím"",""quantity"":8,""unit"":""g""}]",true
,DISH-SAV-200,Cá mú chiên sả,savory,,Cá mú chế biến chiên sả theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá mú"",""quantity"":120,""unit"":""g""},{""name"":""Sả"",""quantity"":12,""unit"":""g""},{""name"":""Dầu ăn"",""quantity"":15,""unit"":""ml""}]",true
,DISH-SAV-201,Cá chẽm kho nghệ,savory,braise,Cá chẽm chế biến kho nghệ theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá chẽm"",""quantity"":120,""unit"":""g""},{""name"":""Nghệ tươi"",""quantity"":8,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-202,Cá chẽm kho tiêu,savory,braise,Cá chẽm chế biến kho tiêu theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá chẽm"",""quantity"":120,""unit"":""g""},{""name"":""Tiêu đen"",""quantity"":3,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-203,Cá chẽm hấp gừng,savory,steam,Cá chẽm chế biến hấp gừng theo khẩu vị gia đình Việt.,"Sơ chế nguyên liệu, ướp nhẹ, hấp cùng gia vị đến chín và dùng nóng.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá chẽm"",""quantity"":120,""unit"":""g""},{""name"":""Gừng"",""quantity"":8,""unit"":""g""},{""name"":""Hành lá"",""quantity"":12,""unit"":""g""}]",true
,DISH-SAV-204,Cá chẽm sốt cà chua,savory,braise,Cá chẽm chế biến sốt cà chua theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá chẽm"",""quantity"":120,""unit"":""g""},{""name"":""Cà chua"",""quantity"":80,""unit"":""g""},{""name"":""Hành tím"",""quantity"":8,""unit"":""g""}]",true
,DISH-SAV-205,Cá chẽm chiên sả,savory,,Cá chẽm chế biến chiên sả theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá chẽm"",""quantity"":120,""unit"":""g""},{""name"":""Sả"",""quantity"":12,""unit"":""g""},{""name"":""Dầu ăn"",""quantity"":15,""unit"":""ml""}]",true
,DISH-SAV-206,Cá đối kho nghệ,savory,braise,Cá đối chế biến kho nghệ theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá đối"",""quantity"":120,""unit"":""g""},{""name"":""Nghệ tươi"",""quantity"":8,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-207,Cá đối kho tiêu,savory,braise,Cá đối chế biến kho tiêu theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá đối"",""quantity"":120,""unit"":""g""},{""name"":""Tiêu đen"",""quantity"":3,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-208,Cá đối hấp gừng,savory,steam,Cá đối chế biến hấp gừng theo khẩu vị gia đình Việt.,"Sơ chế nguyên liệu, ướp nhẹ, hấp cùng gia vị đến chín và dùng nóng.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá đối"",""quantity"":120,""unit"":""g""},{""name"":""Gừng"",""quantity"":8,""unit"":""g""},{""name"":""Hành lá"",""quantity"":12,""unit"":""g""}]",true
,DISH-SAV-209,Cá đối sốt cà chua,savory,braise,Cá đối chế biến sốt cà chua theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá đối"",""quantity"":120,""unit"":""g""},{""name"":""Cà chua"",""quantity"":80,""unit"":""g""},{""name"":""Hành tím"",""quantity"":8,""unit"":""g""}]",true
,DISH-SAV-210,Cá đối chiên sả,savory,,Cá đối chế biến chiên sả theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Cá đối"",""quantity"":120,""unit"":""g""},{""name"":""Sả"",""quantity"":12,""unit"":""g""},{""name"":""Dầu ăn"",""quantity"":15,""unit"":""ml""}]",true
,DISH-SAV-211,Tôm sú rim mặn ngọt,savory,braise,Tôm sú chế biến rim mặn ngọt theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Tôm sú"",""quantity"":120,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":8,""unit"":""ml""},{""name"":""Đường nâu"",""quantity"":5,""unit"":""g""}]",true
,DISH-SAV-212,Tôm sú xào sả ớt,savory,stir_fry,Tôm sú chế biến xào sả ớt theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Tôm sú"",""quantity"":120,""unit"":""g""},{""name"":""Sả"",""quantity"":12,""unit"":""g""},{""name"":""Ớt sừng"",""quantity"":5,""unit"":""g""},{""name"":""Dầu ăn"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-213,Tôm sú hấp gừng,savory,steam,Tôm sú chế biến hấp gừng theo khẩu vị gia đình Việt.,"Sơ chế nguyên liệu, ướp nhẹ, hấp cùng gia vị đến chín và dùng nóng.","món mặn, Việt Nam, giàu đạm","[{""name"":""Tôm sú"",""quantity"":120,""unit"":""g""},{""name"":""Gừng"",""quantity"":8,""unit"":""g""},{""name"":""Hành lá"",""quantity"":12,""unit"":""g""}]",true
,DISH-SAV-214,Tôm sú sốt cà chua,savory,braise,Tôm sú chế biến sốt cà chua theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Tôm sú"",""quantity"":120,""unit"":""g""},{""name"":""Cà chua"",""quantity"":80,""unit"":""g""},{""name"":""Hành tím"",""quantity"":8,""unit"":""g""}]",true
,DISH-SAV-215,Tôm sú rang muối,savory,,Tôm sú chế biến rang muối theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Tôm sú"",""quantity"":120,""unit"":""g""},{""name"":""Muối hột"",""quantity"":3,""unit"":""g""},{""name"":""Dầu ăn"",""quantity"":12,""unit"":""ml""}]",true
